year,month,State,type_of_connection,value,date,Service_provider
2011,2,Assam,wireless,3082905.0,01-02-2011,AIRCEL
2013,12,Jammu And Kashmir,wireline,0.0,01-12-2013,TATA TELE
2016,3,Rajasthan,wireline,11510.0,01-03-2016,TATA TELE
2021,11,Maharashtra,wireline,140045.0,01-11-2021,JIO
2011,9,West Bengal,wireless,7338441.0,01-09-2011,RELIANCE COMMUNICATIONS
2024,12,West Bengal,wireless,11939342.0,01-12-2024,VODAFONE IDEA
2009,5,Kolkata,wireline,63615.0,01-05-2009,AIRTEL
2025,3,Andhra Pradesh,wireline,0.0,01-03-2025,OTHERS
2021,9,Uttar Pradesh (East),wireline,103756.0,01-09-2021,AIRTEL
2009,2,Andaman And Nicobar Islands,wireless,2073184.0,01-02-2009,VODAFONE IDEA
2016,8,Jammu And Kashmir,wireless,2709894.0,01-08-2016,AIRCEL
2016,7,Odisha,wireline,278978.0,01-07-2016,BSNL
2014,11,Maharashtra,wireless,2329924.0,01-11-2014,VIDEOCON
2014,1,Tamil Nadu,wireless,12932279.0,01-01-2014,VODAFONE IDEA
2019,8,Madhya Pradesh,wireline,1170.0,01-08-2019,VODAFONE IDEA
2009,5,Rajasthan,wireline,33683.0,01-05-2009,AIRTEL
2009,4,Assam,wireless,385596.0,01-04-2009,SISTEMA / MTS
2019,8,Uttar Pradesh (West),wireless,5873538.0,01-08-2019,BSNL
2010,12,Gujarat,wireless,2588012.0,01-12-2010,MTNL
2022,10,Odisha,wireline,177503.0,01-10-2022,JIO
2015,6,Uttar Pradesh (West),wireless,3565772.0,01-06-2015,TATA TELE
2022,5,Kerala,wireless,157.0,01-05-2022,RELIANCE COMMUNICATIONS
2013,8,North East 1,wireless,1027965.0,01-08-2013,VODAFONE IDEA
2017,10,Rajasthan,wireline,19297.0,01-10-2017,RELIANCE COMMUNICATIONS
2015,3,Himachal Pradesh,wireless,1918899.0,01-03-2015,VIDEOCON
2017,1,ALL INDIA,wireless,206436412.0,01-01-2017,VODAFONE IDEA
2018,2,ALL INDIA,wireline,243530.0,01-02-2018,HFCL / QUADRANT
2009,11,Kolkata,wireless,140149.0,01-11-2009,VODAFONE IDEA
2014,12,West Bengal,wireless,3874282.0,01-12-2014,VODAFONE IDEA
2015,8,Assam,wireless,7813017.0,01-08-2015,HFCL / QUADRANT
2018,1,Kolkata,wireless,5478242.0,01-01-2018,JIO
2015,6,Punjab,wireless,7547263.0,01-06-2015,TELENOR
2009,8,Punjab,wireless,2524248.0,01-08-2009,MTNL
2022,2,Gujarat,wireline,44186.0,01-02-2022,VODAFONE IDEA
2020,6,Gujarat,wireline,579193.0,01-06-2020,BSNL
2015,5,Punjab,wireless,2321363.0,01-05-2015,RELIANCE COMMUNICATIONS
2013,10,Himachal Pradesh,wireless,0.0,01-10-2013,MTNL
2009,2,Chhattisgarh,wireless,65920902.0,01-02-2009,VODAFONE IDEA
2022,1,Uttar Pradesh (East),wireline,20.0,01-01-2022,RELIANCE COMMUNICATIONS
2018,12,Punjab,wireless,10362648.0,01-12-2018,AIRTEL
2019,6,Karnataka,wireline,702520.0,01-06-2019,AIRTEL
2017,5,ALL INDIA,wireless,117338455.0,01-05-2017,JIO
2022,3,Himachal Pradesh,wireline,1563.0,01-03-2022,TATA TELE
2011,7,Gujarat,wireless,2089952.0,01-07-2011,TELENOR
2011,6,Mumbai,wireline,1904681.0,01-06-2011,MTNL
2014,7,Andhra Pradesh,wireless,1962591.0,01-07-2014,VIDEOCON
2022,7,Gujarat,wireline,76397.0,01-07-2022,TATA TELE
2012,7,Himachal Pradesh,wireless,1502823.0,01-07-2012,BSNL
2016,2,Assam,wireless,6727985.0,01-02-2016,HFCL / QUADRANT
2015,9,Rajasthan,wireless,1253623.0,01-09-2015,MTNL
2018,2,Himachal Pradesh,wireless,3494635.0,01-02-2018,AIRTEL
2025,2,Karnataka,wireline,0.0,01-02-2025,HFCL / QUADRANT
2011,11,Delhi,wireless,8461711.0,01-11-2011,AIRTEL
2011,4,Madhya Pradesh,wireless,9365818.0,01-04-2011,AIRTEL
2019,9,Rajasthan,wireline,33213.0,01-09-2019,JIO
2010,9,Rajasthan,wireline,1297365.0,01-09-2010,BSNL
2013,11,Assam,wireless,4283554.0,01-11-2013,AIRTEL
2023,2,Kolkata,wireline,403527.0,01-02-2023,JIO
2023,2,Uttar Pradesh (West),wireline,8.0,01-02-2023,RELIANCE COMMUNICATIONS
2017,12,Gujarat,wireline,1063.0,01-12-2017,AIRCEL
2022,11,Andhra Pradesh,wireline,71965.0,01-11-2022,VODAFONE IDEA
2019,1,Delhi,wireline,51960.0,01-01-2019,VODAFONE IDEA
2018,5,Assam,wireless,112871301.0,01-05-2018,MTNL
2022,3,Madhya Pradesh,wireline,16560.0,01-03-2022,VODAFONE IDEA
2024,3,ALL INDIA,wireline,12032750.0,01-03-2024,JIO
2015,10,Uttar Pradesh (East),wireless,17657668.0,01-10-2015,VODAFONE IDEA
2024,12,Maharashtra,wireline,0.0,01-12-2024,OTHERS
2024,8,Delhi,wireless,16753908.0,01-08-2024,VODAFONE IDEA
2012,6,Tamil Nadu,wireless,0.0,01-06-2012,LOOP TELECOM
2017,1,Andhra Pradesh,wireless,5621712.0,01-01-2017,TELENOR
2022,10,West Bengal,wireline,258267.0,01-10-2022,BSNL
2019,4,Gujarat,wireline,18284.0,01-04-2019,RELIANCE COMMUNICATIONS
2012,7,Karnataka,wireline,1736651.0,01-07-2012,BSNL
2014,5,Uttar Pradesh (East),wireless,8379541.0,01-05-2014,VODAFONE IDEA
2012,5,Rajasthan,wireless,2034203.0,01-05-2012,AIRCEL
2014,11,Maharashtra,wireless,669839.0,01-11-2014,SISTEMA / MTS
2012,11,Kerala,wireline,0.0,01-11-2012,HFCL / QUADRANT
2014,6,Odisha,wireline,330073.0,01-06-2014,BSNL
2013,7,Kolkata,wireline,94753.0,01-07-2013,AIRTEL
2014,4,Bihar,wireless,9087647.0,01-04-2014,RELIANCE COMMUNICATIONS
2012,7,Odisha,wireless,3804370.0,01-07-2012,RELIANCE COMMUNICATIONS
2023,4,Kolkata,wireless,10382129.0,01-04-2023,JIO
2015,11,Karnataka,wireless,2993215.0,01-11-2015,AIRCEL
2012,9,Mumbai,wireline,0.0,01-09-2012,BSNL
2009,11,Himachal Pradesh,wireline,788388.0,01-11-2009,BSNL
2010,8,Haryana,wireless,3219961.0,01-08-2010,VODAFONE IDEA
2014,9,Karnataka,wireless,5941872.0,01-09-2014,HFCL / QUADRANT
2015,4,Uttar Pradesh (West),wireless,7295794.0,01-04-2015,AIRTEL
2013,4,Assam,wireline,630.0,01-04-2013,VODAFONE IDEA
2021,7,Bihar,wireless,34056245.0,01-07-2021,JIO
2016,9,Gujarat,wireless,1462574.0,01-09-2016,JIO
2018,5,Assam,wireless,8365649.0,01-05-2018,AIRTEL
2010,6,Mumbai,wireless,255976.0,01-06-2010,OTHERS
2017,2,Delhi,wireless,7452729.0,01-02-2017,JIO
2010,12,Rajasthan,wireless,2709911.0,01-12-2010,VODAFONE IDEA
2020,12,Uttar Pradesh (West),wireless,270.0,01-12-2020,RELIANCE COMMUNICATIONS
2012,1,Maharashtra,wireless,9449972.0,01-01-2012,AIRTEL
2015,4,North East 1,wireless,849590.0,01-04-2015,RELIANCE COMMUNICATIONS
2016,3,Maharashtra,wireline,74684.0,01-03-2016,AIRTEL
2023,4,Himachal Pradesh,wireless,1689493.0,01-04-2023,MTNL
2011,10,Rajasthan,wireless,341.0,01-10-2011,LOOP TELECOM
2022,1,Uttar Pradesh (West),wireline,4359.0,01-01-2022,TATA TELE
2010,6,Andhra Pradesh,wireless,6636704.0,01-06-2010,VODAFONE IDEA
2009,10,Kerala,wireless,3061180.0,01-10-2009,RELIANCE COMMUNICATIONS
2023,3,Bihar,wireless,5775195.0,01-03-2023,BSNL
2017,1,Assam,wireline,2190.0,01-01-2017,VODAFONE IDEA
2016,12,Kerala,wireless,8686761.0,01-12-2016,BSNL
2024,8,Uttar Pradesh (West),wireless,18822073.0,01-08-2024,AIRTEL
2019,4,Madhya Pradesh,wireless,6231475.0,01-04-2019,BSNL
2011,4,Haryana,wireless,1909998.0,01-04-2011,TELENOR
2016,7,Mumbai,wireless,1277752.0,01-07-2016,MTNL
2025,2,Uttar Pradesh (West),wireline,4166.0,01-02-2025,VODAFONE IDEA
2012,6,West Bengal,wireless,1948057.0,01-06-2012,SISTEMA / MTS
2014,1,Punjab,wireless,2963345.0,01-01-2014,RELIANCE COMMUNICATIONS
2010,9,North East 1,wireless,1902068.0,01-09-2010,AIRCEL
2023,1,West Bengal,wireline,2580.0,01-01-2023,TATA TELE
2020,3,ALL INDIA,wireless,387516803.0,01-03-2020,JIO
2021,8,Uttar Pradesh (West),wireless,174.0,01-08-2021,RELIANCE COMMUNICATIONS
2011,7,West Bengal,wireless,3465851.0,01-07-2011,BSNL
2025,2,Himachal Pradesh,wireline,0.0,01-02-2025,OTHERS
2010,6,West Bengal,wireline,178280.0,01-06-2010,HFCL / QUADRANT
2015,11,Assam,wireless,49422809.0,01-11-2015,SISTEMA / MTS
2015,3,Rajasthan,wireless,1174816.0,01-03-2015,MTNL
2016,1,Madhya Pradesh,wireless,6750284.0,01-01-2016,HFCL / QUADRANT
2011,2,Madhya Pradesh,wireless,2626644.0,01-02-2011,MTNL
2013,7,West Bengal,wireless,0.0,01-07-2013,LOOP TELECOM
2012,1,Kolkata,wireless,1210597.0,01-01-2012,VODAFONE IDEA
2020,8,Punjab,wireless,5837299.0,01-08-2020,BSNL
2009,12,Haryana,wireline,353883.0,01-12-2009,BSNL
2023,1,Madhya Pradesh,wireline,13486.0,01-01-2023,TATA TELE
2018,5,Odisha,wireless,875114.0,01-05-2018,TATA TELE
2014,4,Gujarat,wireline,94114.0,01-04-2014,RELIANCE COMMUNICATIONS
2021,8,Punjab,wireless,11438251.0,01-08-2021,AIRTEL
2015,9,Haryana,wireless,5209388.0,01-09-2015,VODAFONE IDEA
2009,3,Odisha,wireless,3000622.0,01-03-2009,AIRTEL
2011,10,Rajasthan,wireless,0.0,01-10-2011,TELENOR
2009,9,Delhi,wireless,2369760.0,01-09-2009,VODAFONE IDEA
2021,10,Assam,wireless,113371741.0,01-10-2021,BSNL
2021,9,Uttar Pradesh (West),wireline,217293.0,01-09-2021,JIO
2013,2,Punjab,wireless,976158.0,01-02-2013,AIRCEL
2017,10,Gujarat,wireline,77820.0,01-10-2017,AIRTEL
2024,3,Maharashtra,wireless,1685818.0,01-03-2024,MTNL
2012,7,ALL INDIA,wireless,44496714.0,01-07-2012,TELENOR
2015,12,Karnataka,wireless,5722224.0,01-12-2015,RELIANCE COMMUNICATIONS
2025,3,ALL INDIA,wireline,107733.0,01-03-2025,RELIANCE COMMUNICATIONS
2012,7,Tamil Nadu,wireline,1020.0,01-07-2012,VODAFONE IDEA
2017,5,Jammu And Kashmir,wireless,39296.0,01-05-2017,TATA TELE
2016,7,Madhya Pradesh,wireless,8411103.0,01-07-2016,TELENOR
2021,11,Tamil Nadu,wireless,1106687.0,01-11-2021,MTNL
2011,7,Bihar,wireline,9118.0,01-07-2011,TATA TELE
2021,9,Odisha,wireline,6.0,01-09-2021,RELIANCE COMMUNICATIONS
2016,12,Assam,wireless,5634582.0,01-12-2016,TELENOR
2012,7,North East 1,wireless,0.0,01-07-2012,VIDEOCON
2014,12,Maharashtra,wireless,6452424.0,01-12-2014,HFCL / QUADRANT
2019,1,Kolkata,wireless,44.0,01-01-2019,RELIANCE COMMUNICATIONS
2015,1,Odisha,wireline,7886.0,01-01-2015,TATA TELE
2009,3,Jharkhand,wireless,72666192.0,01-03-2009,HFCL / QUADRANT
2011,3,Rajasthan,wireless,788652.0,01-03-2011,OTHERS
2019,6,Rajasthan,wireline,12600.0,01-06-2019,VODAFONE IDEA
2024,3,Odisha,wireline,0.0,01-03-2024,HFCL / QUADRANT
2019,9,Uttar Pradesh (West),wireline,14358.0,01-09-2019,JIO
2022,2,Uttar Pradesh (West),wireline,7.0,01-02-2022,RELIANCE COMMUNICATIONS
2016,2,Andhra Pradesh,wireless,7744765.0,01-02-2016,VIDEOCON
2011,5,Delhi,wireless,0.0,01-05-2011,LOOP TELECOM
2023,4,Assam,wireless,11096541.0,01-04-2023,AIRTEL
2013,7,Haryana,wireless,0.0,01-07-2013,LOOP TELECOM
2009,2,Maharashtra,wireless,445301.0,01-02-2009,AIRCEL
2024,3,North East 1,wireline,0.0,01-03-2024,MTNL
2025,3,Karnataka,wireline,494611.0,01-03-2025,TATA TELE
2010,7,Rajasthan,wireline,37240.0,01-07-2010,AIRTEL
2009,4,Gujarat,wireless,4066084.0,01-04-2009,RELIANCE COMMUNICATIONS
2019,11,Haryana,wireless,4473276.0,01-11-2019,AIRTEL
2013,5,ALL INDIA,wireless,98066315.0,01-05-2013,BSNL
2011,6,Uttar Pradesh (East),wireline,12081.0,01-06-2011,TATA TELE
2011,10,Madhya Pradesh,wireless,12064999.0,01-10-2011,RELIANCE COMMUNICATIONS
2013,12,Kerala,wireless,8128853.0,01-12-2013,BSNL
2021,8,Tamil Nadu,wireless,1117381.0,01-08-2021,MTNL
2011,5,Punjab,wireless,1439350.0,01-05-2011,HFCL / QUADRANT
2012,7,Uttar Pradesh (West),wireless,0.0,01-07-2012,ETISALAT
2014,6,Mumbai,wireline,235650.0,01-06-2014,RELIANCE COMMUNICATIONS
2016,5,Mumbai,wireless,5762769.0,01-05-2016,AIRTEL
2013,10,Kolkata,wireline,1320.0,01-10-2013,VODAFONE IDEA
2012,2,Bihar,wireless,20095.0,01-02-2012,VIDEOCON
2013,10,Bihar,wireless,4520428.0,01-10-2013,AIRCEL
2024,1,Maharashtra,wireline,0.0,01-01-2024,OTHERS
2016,10,Kolkata,wireless,2306820.0,01-10-2016,VODAFONE IDEA
2010,10,Mumbai,wireless,3008970.0,01-10-2010,LOOP TELECOM
2018,1,Kolkata,wireless,6835021.0,01-01-2018,TELENOR
2020,11,Odisha,wireless,2617883.0,01-11-2020,VODAFONE IDEA
2019,10,Madhya Pradesh,wireline,45804.0,01-10-2019,JIO
2014,2,Karnataka,wireless,7282853.0,01-02-2014,BSNL
2022,6,Gujarat,wireline,51766.0,01-06-2022,VODAFONE IDEA
2011,6,Tamil Nadu,wireline,140994.0,01-06-2011,RELIANCE COMMUNICATIONS
2017,7,Bihar,wireless,31240511.0,01-07-2017,AIRTEL
2024,9,Jammu And Kashmir,wireless,6101622.0,01-09-2024,AIRTEL
2024,8,Odisha,wireline,0.0,01-08-2024,OTHERS
2011,10,Assam,wireless,3672489.0,01-10-2011,AIRCEL
2012,3,Rajasthan,wireline,1046625.0,01-03-2012,BSNL
2011,4,Jammu And Kashmir,wireless,1839435.0,01-04-2011,AIRTEL
2023,4,Andhra Pradesh,wireless,30445264.0,01-04-2023,JIO
2021,8,Tamil Nadu,wireless,26405720.0,01-08-2021,JIO
2011,11,Odisha,wireline,4086.0,01-11-2011,RELIANCE COMMUNICATIONS
2025,3,Bihar,wireless,0.0,01-03-2025,RELIANCE COMMUNICATIONS
2021,5,Jammu And Kashmir,wireless,0.0,01-05-2021,RELIANCE COMMUNICATIONS
2014,7,Mumbai,wireless,3454062.0,01-07-2014,TATA TELE
2015,3,Mumbai,wireless,641031.0,01-03-2015,SISTEMA / MTS
2018,2,Kolkata,wireless,1716310.0,01-02-2018,TATA TELE
2025,1,Tamil Nadu,wireline,849466.0,01-01-2025,BSNL
2015,6,Odisha,wireless,3435161.0,01-06-2015,BSNL
2018,10,Bihar,wireline,228096.0,01-10-2018,BSNL
2018,4,West Bengal,wireline,3028.0,01-04-2018,TATA TELE
2010,6,Karnataka,wireless,6179950.0,01-06-2010,TATA TELE
2019,9,Uttar Pradesh (West),wireless,62.0,01-09-2019,RELIANCE COMMUNICATIONS
2014,9,Kerala,wireless,1694252.0,01-09-2014,TATA TELE
2011,2,Punjab,wireless,3865552.0,01-02-2011,VODAFONE IDEA
2024,11,ALL INDIA,wireline,63523.0,01-11-2024,OTHERS
2009,11,Jammu And Kashmir,wireline,35.0,01-11-2009,TATA TELE
2010,7,Karnataka,wireless,3016131.0,01-07-2010,VODAFONE IDEA
2015,11,Delhi,wireline,1212095.0,01-11-2015,AIRTEL
2012,8,Karnataka,wireless,0.0,01-08-2012,ETISALAT
2014,8,Uttar Pradesh (East),wireline,1020.0,01-08-2014,VODAFONE IDEA
2015,8,Odisha,wireline,3233.0,01-08-2015,RELIANCE COMMUNICATIONS
2009,12,Gujarat,wireline,1862850.0,01-12-2009,BSNL
2022,3,Assam,wireless,360331264.0,01-03-2022,RELIANCE COMMUNICATIONS
2024,6,Maharashtra,wireline,0.0,01-06-2024,OTHERS
2025,1,Jammu And Kashmir,wireline,0.0,01-01-2025,TATA TELE
2011,1,Assam,wireless,2922162.0,01-01-2011,AIRCEL
2019,8,ALL INDIA,wireless,116234101.0,01-08-2019,BSNL
2021,5,North East 1,wireless,1130785.0,01-05-2021,MTNL
2018,12,Kerala,wireless,317.0,01-12-2018,RELIANCE COMMUNICATIONS
2013,11,Andhra Pradesh,wireless,1905991.0,01-11-2013,AIRCEL
2015,4,Haryana,wireless,1933041.0,01-04-2015,VIDEOCON
2019,3,ALL INDIA,wireline,730429.0,01-03-2019,RELIANCE COMMUNICATIONS
2011,5,Madhya Pradesh,wireless,9504848.0,01-05-2011,AIRTEL
2014,1,Andhra Pradesh,wireless,4378406.0,01-01-2014,TELENOR
2011,4,Gujarat,wireless,7233916.0,01-04-2011,VODAFONE IDEA
2011,9,Madhya Pradesh,wireless,3496394.0,01-09-2011,HFCL / QUADRANT
2025,2,Gujarat,wireless,3302506.0,01-02-2025,BSNL
2014,2,Delhi,wireless,3204149.0,01-02-2014,BSNL
2019,1,Maharashtra,wireline,18552.0,01-01-2019,VODAFONE IDEA
2013,2,ALL INDIA,wireline,20591104.0,01-02-2013,BSNL
2024,9,Uttar Pradesh (West),wireline,824699.0,01-09-2024,JIO
2020,11,Bihar,wireless,34897258.0,01-11-2020,AIRTEL
2011,11,Delhi,wireless,3563152.0,01-11-2011,HFCL / QUADRANT
2020,7,Kerala,wireline,710.0,01-07-2020,RELIANCE COMMUNICATIONS
2011,9,Karnataka,wireless,15134765.0,01-09-2011,AIRTEL
2017,4,Madhya Pradesh,wireless,20694.0,01-04-2017,AIRCEL
2021,9,Himachal Pradesh,wireline,0.0,01-09-2021,RELIANCE COMMUNICATIONS
2019,8,Delhi,wireline,92246.0,01-08-2019,RELIANCE COMMUNICATIONS
2024,3,North East 1,wireline,0.0,01-03-2024,AIRTEL
2010,1,Delhi,wireless,2331496.0,01-01-2010,MTNL
2013,9,Maharashtra,wireline,99408.0,01-09-2013,RELIANCE COMMUNICATIONS
2009,5,West Bengal,wireless,2256862.0,01-05-2009,LOOP TELECOM
2022,5,Assam,wireless,3235613.0,01-05-2022,BSNL
2013,4,Madhya Pradesh,wireline,26782.0,01-04-2013,RELIANCE COMMUNICATIONS
2018,8,Rajasthan,wireline,51581.0,01-08-2018,AIRTEL
2023,6,Rajasthan,wireless,155.0,01-06-2023,RELIANCE COMMUNICATIONS
2018,6,Uttar Pradesh (East),wireline,11430.0,01-06-2018,VODAFONE IDEA
2010,1,Rajasthan,wireless,1535259.0,01-01-2010,AIRCEL
2012,6,Uttar Pradesh (West),wireless,4657745.0,01-06-2012,TATA TELE
2020,6,Andhra Pradesh,wireless,92161.0,01-06-2020,MTNL
2016,1,Rajasthan,wireless,3695077.0,01-01-2016,BSNL
2012,11,Punjab,wireless,2569573.0,01-11-2012,TATA TELE
2018,1,Uttar Pradesh (West),wireless,653653.0,01-01-2018,RELIANCE COMMUNICATIONS
2015,1,Punjab,wireless,645111.0,01-01-2015,SISTEMA / MTS
2018,11,Assam,wireless,113789798.0,01-11-2018,BSNL
2014,1,Odisha,wireline,339397.0,01-01-2014,BSNL
2014,12,Andhra Pradesh,wireless,2349727.0,01-12-2014,AIRCEL
2015,5,Bihar,wireless,18172.0,01-05-2015,VIDEOCON
2015,11,Mumbai,wireless,3348923.0,01-11-2015,TATA TELE
2024,12,Gujarat,wireless,12206886.0,01-12-2024,AIRTEL
2009,2,Rajasthan,wireline,1471462.0,01-02-2009,BSNL
2013,3,ALL INDIA,wireless,1366234.0,01-03-2013,HFCL / QUADRANT
2009,2,Mumbai,wireless,2073184.0,01-02-2009,BPL MOBILE
2013,2,Jammu And Kashmir,wireless,0.0,01-02-2013,VIDEOCON
2010,9,Uttar Pradesh (West),wireless,70.0,01-09-2010,VIDEOCON
2020,1,ALL INDIA,wireline,536428.0,01-01-2020,RELIANCE COMMUNICATIONS
2010,9,Punjab,wireline,1240431.0,01-09-2010,BSNL
2021,6,Madhya Pradesh,wireless,15407691.0,01-06-2021,AIRTEL
2020,6,Mumbai,wireline,524705.0,01-06-2020,TATA TELE
2019,3,Jammu And Kashmir,wireless,1242060.0,01-03-2019,BSNL
2010,8,Himachal Pradesh,wireless,596.0,01-08-2010,VIDEOCON
2015,4,Gujarat,wireline,84105.0,01-04-2015,TATA TELE
2019,12,Himachal Pradesh,wireless,3424834.0,01-12-2019,AIRTEL
2014,12,Andhra Pradesh,wireless,5398219.0,01-12-2014,TELENOR
2018,11,Delhi,wireless,113789798.0,01-11-2018,BSNL
2022,1,Odisha,wireline,3770.0,01-01-2022,VODAFONE IDEA
2012,5,Jammu And Kashmir,wireless,0.0,01-05-2012,MTNL
2009,4,Delhi,wireless,4151163.0,01-04-2009,VODAFONE IDEA
2011,12,West Bengal,wireless,0.0,01-12-2011,ETISALAT
2021,8,Assam,wireless,2942512.0,01-08-2021,VODAFONE IDEA
2017,7,Uttar Pradesh (West),wireless,12665741.0,01-07-2017,VODAFONE IDEA
2023,7,Bihar,wireless,8007508.0,01-07-2023,VODAFONE IDEA
2018,6,Kerala,wireless,5958439.0,01-06-2018,JIO
2023,6,Jammu And Kashmir,wireless,831303.0,01-06-2023,BSNL
2024,9,Himachal Pradesh,wireline,0.0,01-09-2024,RELIANCE COMMUNICATIONS
2013,7,Rajasthan,wireless,3488364.0,01-07-2013,AIRCEL
2023,9,Kolkata,wireless,1688013.0,01-09-2023,MTNL
2024,10,Assam,wireline,0.0,01-10-2024,HFCL / QUADRANT
2015,12,Punjab,wireline,750.0,01-12-2015,VODAFONE IDEA
2023,4,Assam,wireline,112801.0,01-04-2023,BSNL
2013,10,North East 1,wireless,1050717.0,01-10-2013,VODAFONE IDEA
2021,1,Madhya Pradesh,wireless,33365519.0,01-01-2021,JIO
2010,12,Assam,wireless,1151891.0,01-12-2010,VODAFONE IDEA
2010,4,Punjab,wireline,1271505.0,01-04-2010,BSNL
2012,12,Bihar,wireless,0.0,01-12-2012,MTNL
2011,12,Gujarat,wireless,588260.0,01-12-2011,AIRCEL
2023,6,Haryana,wireless,11.0,01-06-2023,RELIANCE COMMUNICATIONS
2020,3,Punjab,wireless,10288523.0,01-03-2020,AIRTEL
2018,4,Delhi,wireless,1035735.0,01-04-2018,TATA TELE
2010,1,Haryana,wireless,1519754.0,01-01-2010,AIRTEL
2018,10,Delhi,wireless,19628067.0,01-10-2018,VODAFONE IDEA
2013,12,West Bengal,wireless,1805129.0,01-12-2013,SISTEMA / MTS
2011,7,ALL INDIA,wireline,24583994.0,01-07-2011,BSNL
2018,1,Gujarat,wireline,69936.0,01-01-2018,RELIANCE COMMUNICATIONS
2020,1,Mumbai,wireless,1186107.0,01-01-2020,MTNL
2013,12,North East 1,wireless,3471234.0,01-12-2013,TATA TELE
2023,1,Uttar Pradesh (West),wireline,8.0,01-01-2023,RELIANCE COMMUNICATIONS
2016,11,Punjab,wireless,2446014.0,01-11-2016,JIO
2015,4,Assam,wireless,5464392.0,01-04-2015,TELENOR
2015,12,Bihar,wireless,8281332.0,01-12-2015,TELENOR
2013,9,Haryana,wireless,11092.0,01-09-2013,AIRCEL
2018,1,Haryana,wireless,5117357.0,01-01-2018,VODAFONE IDEA
2017,10,Delhi,wireline,1566316.0,01-10-2017,MTNL
2009,1,Himachal Pradesh,wireless,2008493.0,01-01-2009,MTNL
2009,2,Uttar Pradesh (East),wireless,1470449.0,01-02-2009,TATA TELE
2021,10,Gujarat,wireline,76053.0,01-10-2021,TATA TELE
2016,4,ALL INDIA,wireless,5154192.0,01-04-2016,VIDEOCON
2016,9,Assam,wireless,3855986.0,01-09-2016,VODAFONE IDEA
2017,5,Gujarat,wireline,8836.0,01-05-2017,VODAFONE IDEA
2011,4,Tamil Nadu,wireless,18317.0,01-04-2011,ETISALAT
2014,3,Punjab,wireless,1846634.0,01-03-2014,VIDEOCON
2018,3,Haryana,wireless,4002935.0,01-03-2018,AIRTEL
2019,3,Gujarat,wireline,1009423.0,01-03-2019,BSNL
2019,12,Punjab,wireline,10165.0,01-12-2019,RELIANCE COMMUNICATIONS
2017,10,Bihar,wireline,6402.0,01-10-2017,RELIANCE COMMUNICATIONS
2014,10,Kerala,wireless,1695903.0,01-10-2014,TATA TELE
2012,3,Kolkata,wireless,0.0,01-03-2012,HFCL / QUADRANT
2015,9,Odisha,wireless,4462298.0,01-09-2015,RELIANCE COMMUNICATIONS
2010,4,ALL INDIA,wireless,70627675.0,01-04-2010,BSNL
2017,4,Assam,wireless,3689881.0,01-04-2017,TATA TELE
2017,8,Karnataka,wireless,6145509.0,01-08-2017,TATA TELE
2022,10,Bihar,wireline,47896.0,01-10-2022,AIRTEL
2009,10,Andhra Pradesh,wireless,6036441.0,01-10-2009,RELIANCE COMMUNICATIONS
2020,11,Punjab,wireless,10503476.0,01-11-2020,AIRTEL
2010,3,Haryana,wireless,102422145.0,01-03-2010,HFCL / QUADRANT
2024,2,Madhya Pradesh,wireline,0.0,01-02-2024,HFCL / QUADRANT
2012,4,Kolkata,wireline,93655.0,01-04-2012,AIRTEL
2015,2,Rajasthan,wireless,2709402.0,01-02-2015,VIDEOCON
2022,12,Bihar,wireline,8920.0,01-12-2022,TATA TELE
2011,11,Karnataka,wireless,11947.0,01-11-2011,VIDEOCON
2009,4,Gujarat,wireline,36492.0,01-04-2009,AIRTEL
2013,6,Uttar Pradesh (West),wireless,0.0,01-06-2013,LOOP TELECOM
2015,8,Tamil Nadu,wireless,5565131.0,01-08-2015,TATA TELE
2014,1,Himachal Pradesh,wireless,4233154.0,01-01-2014,HFCL / QUADRANT
2020,3,ALL INDIA,wireline,3093800.0,01-03-2020,MTNL
2010,11,Punjab,wireless,615168.0,01-11-2010,TELENOR
2022,11,Karnataka,wireless,31070659.0,01-11-2022,AIRTEL
2013,4,Uttar Pradesh (West),wireless,9624074.0,01-04-2013,VODAFONE IDEA
2018,12,Punjab,wireline,10571.0,01-12-2018,RELIANCE COMMUNICATIONS
2011,2,West Bengal,wireless,18394.0,01-02-2011,ETISALAT
2012,9,Mumbai,wireless,537860.0,01-09-2012,SISTEMA / MTS
2019,5,North East 1,wireless,115895287.0,01-05-2019,BSNL
2015,2,Maharashtra,wireline,272285.0,01-02-2015,TATA TELE
2015,1,North East 1,wireless,845746.0,01-01-2015,RELIANCE COMMUNICATIONS
2011,10,Uttar Pradesh (East),wireline,50413.0,01-10-2011,AIRTEL
2021,10,Uttar Pradesh (East),wireless,21051817.0,01-10-2021,VODAFONE IDEA
2011,4,Uttar Pradesh (East),wireless,3942997.0,01-04-2011,TELENOR
2012,12,Tamil Nadu,wireless,0.0,01-12-2012,LOOP TELECOM
2010,11,Delhi,wireless,1548.0,01-11-2010,VIDEOCON
2022,8,ALL INDIA,wireline,659665.0,01-08-2022,VODAFONE IDEA
2010,10,Uttar Pradesh (West),wireless,6758705.0,01-10-2010,VODAFONE IDEA
2021,5,Uttar Pradesh (East),wireline,7882.0,01-05-2021,TATA TELE
2015,4,Madhya Pradesh,wireline,823526.0,01-04-2015,BSNL
